SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,Class*
4.97,1.882,3,1,11,0,6,42.6,1,2,12,-0.328,4.485,1.703,11.078,1,1.023,1.12,0,0,0,1.31,4,0,1,0,2.428,0,0,10.966,5.718,0,4,11,0,4.328,2.446,5,9.859,0,2,1
6.253,7.3037,1,0,1,6,0,26.3,3,3,1,0,4.378,1.87,11.929,6,1.172,1.264,0,0,1,0.976,0,0,0,0,2.651,0,0,22.874,3.964,0,0,3,1,4.742,5.033,1,9.878,0,13,1
5.489,3.3045,0,0,0,2,4,36.5,7,3,0,-0.176,3.933,1.933,11.152,7,0.985,1.132,0,0,0,1.232,1,0,0,0,2.466,0,0,11.575,3.38,0,1,0,1,3.853,2.265,0,8.892,0,0,1
5.063,2.6153,4,0,0,0,6,52.2,0,1,0,0,4.937,0.732,10.592,4,1.029,1.072,0,0,0,1.461,2,1,0,0,2.364,0,1,0,3.063,0,6,0,0,6.953,2.147,0,12.967,0,4,1
5.667,2.218,1,0,0,1,5,48.8,0,2,0,0,4.16,0.865,11.077,4,0.996,1.105,0,0,0,1.296,3,0,1,0,2.501,0,0,0,2.446,0,2,0,0,4.009,2.112,0,9.301,0,1,1
4.97,1.9156,3,1,10,0,6,44.7,0,0,12,0,4.338,1.352,10.948,0,1.017,1.115,0,0,0,1.343,4,0,1,0,2.428,0,0,0,5.193,0,4,10,0,4.328,2.329,5,9.773,0,2,1
5.625,1.6383,0,0,0,4,0,32.6,8,4,2,-0.113,4.387,0.672,11.705,10,0.982,1.142,0,0,0,1.207,2,0,0,0,2.473,0,0,24.794,10.366,4,0,12,0,3.623,2.056,2,9.181,0,0,1
5.382,2.4475,0,0,0,2,5,42.6,6,1,0,0,3.914,1.061,11.174,3,0.975,1.119,0,0,0,1.288,2,0,0,0,2.422,0,0,0,3.24,0,1,0,1,3.838,2.04,0,8.96,0,0,1
5.146,2.3498,1,1,14,0,9,41,1,6,19,-0.376,4.802,1.239,11.385,11,1.029,1.128,0,2,0,1.264,3,1,0,0,2.438,0,1,57.392,4.874,0,8,17,1,6.88,2.695,6,11.716,0,1,1
5.39,1.3671,0,1,14,0,12,54.5,0,5,14,-1.344,4.641,0.551,11.712,20,1.024,1.101,0,0,0,1.299,13,0,0,0,2.561,0,0,52.471,4.905,0,2,8,4,4.05,2.551,4,9.869,0,0,1
5.387,1.036,0,2,22,0,14,54.3,0,6,20,-1.26,4.89,0.48,11.931,24,1.025,1.102,0,0,0,1.303,15,0,0,0,2.551,0,0,52.753,7.43,0,2,12,4,4.046,2.473,6,10.123,0,0,1
5.134,2.8409,1,1,11,0,7,36.7,3,5,16,-0.314,4.617,1.376,11.165,9,1.034,1.138,0,2,0,1.246,2,1,0,0,2.415,0,1,56.246,4.488,0,7,17,1,6.88,2.819,6,11.689,0,1,1
5.512,1.1885,2,0,0,5,4,35.8,6,10,0,0,4.841,0.762,12.034,36,0.998,1.128,0,0,0,1.233,6,0,0,0,2.436,0,0,0,7.977,0,2,0,0,4.002,2.001,0,9.948,0,0,1
4.969,1.686,0,0,5,0,5,43.5,2,1,6,0.117,4.319,1.187,11.056,2,0.984,1.121,0,0,0,1.284,3,0,0,0,2.35,0,0,0,6.456,1,2,6,0,3.787,2.124,3,9.299,0,0,1
5.015,1.7878,0,0,5,0,5,43.5,2,1,6,0.119,4.319,1.187,11.065,3,0.984,1.121,0,0,0,1.285,3,0,0,0,2.361,0,0,0,6.15,1,2,6,0,3.787,2.124,3,9.3,0,0,1
5.421,1.9656,0,0,4,0,9,50,0,5,3,-0.867,4.248,0.803,11.224,17,1.022,1.106,0,0,0,1.262,7,0,0,0,2.558,0,0,25.644,3.388,0,5,2,3,4.016,2.568,1,9.391,0,0,1
5.079,2.755,1,1,14,0,7,39.6,3,3,17,-0.249,4.894,1.383,11.102,5,1.018,1.13,0,1,0,1.316,2,0,0,0,2.4,0,0,33.591,4.456,0,6,16,1,10.695,2.636,6,14.227,0,1,1
5.054,2.4003,2,1,8,0,6,41.5,1,2,14,0,4.74,1.571,10.933,4,1.023,1.124,0,1,0,1.313,2,1,0,0,2.374,0,1,21.723,5.102,0,6,13,0,6.893,2.558,5,12.31,0,2,1
5.054,2.384,2,1,10,0,6,38.5,2,6,12,-0.742,4.858,1.883,11.116,6,1.034,1.128,0,1,0,1.265,2,1,0,0,2.375,0,1,43.927,5.664,0,6,12,0,6.893,2.682,4,12.318,0,2,1
5.097,2.7862,0,1,18,0,7,40,3,3,22,-0.29,4.396,1.585,11.149,5,1.014,1.135,0,1,0,1.259,2,0,0,0,2.409,0,0,33.815,4.64,0,5,17,1,3.948,2.682,7,9.531,0,0,1
5.564,1.5224,0,0,6,0,18,60.7,0,2,5,0.018,4.626,0.48,11.82,8,0.999,1.085,0,0,0,1.351,124,0,0,0,2.682,0,0,27.226,2.175,0,2,4,4,4.26,2.193,2,9.938,0,0,1
5.373,2.5113,2,0,3,1,5,42.6,3,5,3,-2.243,4.368,1.142,11.24,13,1.026,1.119,0,0,0,1.263,2,0,1,0,2.389,0,0,36.516,4.098,0,4,3,2,4.012,2.755,1,9.592,0,2,1
5.245,1.6101,1,1,21,0,14,45.3,0,7,19,-1.707,4.823,0.877,11.671,17,1.023,1.118,0,0,0,1.26,6,0,1,0,2.477,0,0,37.884,7.019,0,9,13,5,4.008,2.531,5,9.997,0,1,1
4.972,2.2256,2,0,8,0,6,42.9,2,2,10,-0.513,4.475,1.456,11.077,3,1.008,1.123,0,0,0,1.293,2,0,1,0,2.352,0,0,12.112,6.291,0,4,8,1,4.051,2.47,4,9.659,0,2,1
5.054,2.3857,2,1,8,0,6,38.5,0,6,14,-0.715,4.693,1.883,11.128,10,1.036,1.13,0,1,0,1.246,2,1,1,0,2.375,0,1,44.822,5.613,0,6,12,0,6.88,2.725,4,11.697,0,2,1
5.195,1.931,0,1,22,0,4,39.7,2,5,25,0,4.613,1.142,11.288,7,1.019,1.135,0,1,0,1.239,3,0,0,0,2.436,0,0,22.085,7.054,0,4,16,3,3.934,2.588,8,9.694,0,0,1
5.509,2.289,1,1,13,1,8,37.5,5,5,16,0,4.451,1.157,11.469,8,1.023,1.136,0,2,0,1.243,4,0,1,0,2.521,0,0,44.833,4.623,2,6,16,1,4.062,2.704,5,9.699,0,1,1
4.994,2.5083,2,2,10,0,3,34,4,1,12,-0.14,4.281,1.619,10.875,1,0.999,1.136,0,0,0,1.282,2,0,0,0,2.371,0,0,11.627,4.313,0,3,13,1,4.285,2.173,6,9.558,0,0,1
5.326,1.542,2,1,17,0,5,39.6,1,6,21,0,4.879,0.666,11.575,10,1.01,1.127,0,0,0,1.256,4,0,1,0,2.437,0,0,23.869,7.131,0,6,13,2,4.718,2.344,6,10.261,0,1,1
5.51,1.9809,0,0,6,1,5,44.1,4,1,11,0.09,4.338,1.219,11.329,2,0.989,1.122,0,0,0,1.297,4,0,0,0,2.523,0,0,12.544,4.717,2,2,11,1,3.868,2.298,4,9.399,0,0,1
5.504,1.9043,0,0,7,1,4,43.9,3,2,10,-0.394,4.344,1.193,11.281,3,0.996,1.122,0,0,0,1.283,4,0,0,0,2.508,0,0,12.106,5.416,2,2,10,1,3.831,2.358,4,9.386,0,0,1
5.195,1.8829,0,1,22,0,4,39.7,2,5,25,0,4.613,1.142,11.288,7,1.019,1.135,0,1,0,1.239,3,0,0,0,2.436,0,0,22.022,7.439,0,4,16,3,3.934,2.588,8,9.694,0,0,1
5.424,1.7784,1,0,21,0,8,46.4,2,2,21,-0.602,4.732,0.876,11.463,8,1.01,1.117,0,0,0,1.297,8,1,0,1,2.562,0,1,26.814,4.045,0,3,8,4,6.88,2.336,6,11.7,0,1,1
5.436,1.8204,0,0,23,0,8,45.9,3,3,22,-1.144,4.549,0.964,11.521,10,1.009,1.121,0,0,0,1.275,8,0,0,1,2.57,0,0,39.496,3.971,0,2,8,4,4.027,2.423,6,9.692,0,0,1
4.953,2.6126,3,0,0,0,6,50,0,2,0,0,4.037,0.732,10.578,6,1.043,1.097,0,0,0,1.322,2,0,1,0,2.346,0,0,0,3.061,0,6,0,1,4.022,2.578,0,9.422,0,3,1
5.711,1.3228,0,0,10,1,6,45.2,0,6,14,-0.31,4.819,0.598,11.792,18,1.009,1.119,0,0,0,1.265,8,0,0,1,2.537,0,0,12.841,6.404,0,2,8,2,4.02,2.233,5,9.904,0,0,1
5.67,1.8902,0,0,5,4,0,33.3,4,2,5,0.132,4.066,0.638,11.479,7,0.979,1.141,0,0,0,1.212,3,0,0,0,2.595,0,0,13.211,2.662,3,0,9,2,3.751,1.91,2,8.823,0,0,1
5.711,1.3861,0,0,5,1,6,45.1,0,7,10,-0.884,4.767,0.656,11.722,21,1.009,1.117,0,0,0,1.254,6,0,0,0,2.533,0,0,25.555,6.292,0,2,5,2,3.862,2.314,3,9.788,0,0,1
4.999,2.5854,1,1,11,0,6,36.2,3,5,15,-0.647,4.425,2.042,11.085,7,1.02,1.139,0,1,0,1.219,2,0,1,0,2.376,0,0,33.954,4.854,0,6,14,1,3.992,2.556,5,9.554,0,1,1
6.272,7.357,1,0,1,7,0,25.8,1,2,1,0,4.374,1.679,12.007,4,1.241,1.312,0,0,1,0.941,0,0,0,0,2.66,0,0,21.224,3.774,0,0,1,1,4.726,5.488,1,9.899,0,15,1
6.247,7.1836,1,0,1,6,0,25,1,2,1,0,4.262,1.585,11.87,4,1.235,1.306,0,0,1,0.946,0,0,0,0,2.643,0,0,21.118,3.384,0,0,1,1,4.726,5.455,1,9.831,0,13,1
6.212,6.9793,1,0,1,5,0,24,1,2,1,0,4.135,1.568,11.712,4,1.226,1.299,0,0,1,0.952,0,0,0,0,2.621,0,0,20.981,2.997,0,0,1,1,4.726,5.413,1,9.759,0,11,1
4.971,2.4061,1,1,11,0,6,40,2,4,15,-0.355,4.387,1.834,11.044,5,1.024,1.132,0,1,0,1.257,2,0,1,0,2.36,0,0,32.554,5.366,0,5,13,0,3.991,2.693,5,9.578,0,1,1
6.221,7.1134,1,0,1,5,0,25.7,3,3,1,0,4.266,1.87,11.781,6,1.161,1.255,0,0,1,0.985,0,0,0,0,2.632,0,0,22.738,3.586,0,0,3,1,4.742,4.947,1,9.809,0,11,1
6.276,7.4639,1,0,1,7,0,26.8,3,3,1,0,4.479,1.939,12.059,6,1.182,1.271,0,0,1,0.969,0,0,0,0,2.665,0,0,22.981,4.348,0,0,3,1,4.742,5.102,1,9.943,0,15,1
6.253,7.2332,1,0,1,6,0,25.7,2,3,1,0,4.352,1.811,11.921,6,1.19,1.275,0,0,1,0.968,0,0,0,0,2.65,0,0,22.412,3.866,0,0,2,1,4.744,5.164,1,9.873,0,13,1
6.276,7.4024,1,0,1,7,0,26.3,2,3,1,0,4.456,1.883,12.051,6,1.199,1.282,0,0,1,0.962,0,0,0,0,2.664,0,0,22.519,4.241,0,0,2,1,4.744,5.222,1,9.938,0,15,1
5.144,2.9674,1,1,12,0,8,38.2,1,6,19,-0.41,4.74,1.696,11.283,11,1.038,1.136,0,2,0,1.254,2,1,0,0,2.435,0,1,56.922,4.61,0,8,18,1,6.88,2.879,7,11.706,0,1,1
6.272,7.3285,1,0,1,7,0,26.5,2,2,1,0,4.399,1.77,12.012,4,1.216,1.297,0,0,1,0.954,0,0,0,0,2.66,0,0,21.687,3.939,0,0,2,1,4.725,5.345,1,9.905,0,15,1
5.777,2.0111,0,0,4,1,8,43,6,5,5,-0.892,4.619,1.368,11.717,17,0.997,1.12,0,0,0,1.263,7,0,0,1,2.678,0,0,26.614,2.563,1,2,9,0,4.099,2.177,2,9.72,2,0,1
5.776,1.9722,0,0,4,1,8,43,6,5,5,-0.966,4.619,1.368,11.717,17,0.997,1.12,0,0,0,1.263,7,0,0,1,2.677,0,0,26.41,2.575,1,2,9,0,4.098,2.177,2,9.72,2,0,1
5.505,1.6805,1,2,18,0,8,42.9,1,5,19,-0.479,4.618,1.387,11.469,11,1.017,1.121,0,0,0,1.27,5,0,0,0,2.474,0,0,36.847,6.694,0,6,14,1,4.728,2.511,5,10.111,0,0,1
5.489,1.8842,0,0,4,4,8,36.4,12,8,0,-2.666,4.768,0.935,11.945,16,0.995,1.134,0,0,0,1.219,2,0,0,0,2.466,0,0,49.078,13.145,0,2,4,4,3.868,2.42,2,9.749,0,0,1
5.155,2.1972,1,1,14,0,8,40.8,0,5,17,0,4.65,1.584,11.175,9,1.032,1.128,0,2,0,1.268,4,1,0,0,2.44,0,1,44.822,4.864,0,6,13,1,6.88,2.664,5,11.695,0,1,1
5.759,1.5833,0,0,5,2,4,40.7,5,2,5,0.412,4.438,1.122,11.591,4,0.978,1.124,0,0,0,1.268,7,0,0,0,2.588,0,0,24.735,4.78,1,0,3,0,3.815,2.005,1,9.369,0,0,1
5.077,2.5036,1,1,16,0,7,39.3,3,4,17,-0.304,4.646,1.844,11.137,5,1.016,1.131,0,1,0,1.269,2,1,0,0,2.394,0,1,33.067,5.46,0,5,13,0,6.88,2.581,5,11.683,0,1,1
5.096,2.5566,0,1,20,0,7,40.4,3,4,20,-0.322,4.424,1.857,11.156,5,1.015,1.133,0,1,0,1.256,2,0,0,0,2.404,0,0,33.127,5.491,0,4,14,0,3.947,2.677,6,9.549,0,0,1
5.054,1.8954,2,1,10,0,8,45,0,4,16,0,4.449,0.904,11.118,8,1.05,1.122,0,2,0,1.278,3,0,1,1,2.373,0,0,42.968,5.875,0,8,14,1,4.09,2.83,5,9.794,0,2,1
5.179,2.8049,1,1,14,0,7,38.6,3,2,20,0,4.4,1.575,11.237,2,1.003,1.131,0,0,0,1.281,2,0,0,0,2.403,0,0,23.83,4.339,0,4,15,1,4.687,2.519,6,9.949,0,0,1
5.058,2.4883,2,1,12,0,7,36.8,1,8,13,-1.627,4.573,2.045,11.22,12,1.044,1.135,0,1,0,1.216,2,0,1,0,2.385,0,0,44.322,5.624,0,6,12,0,4.091,2.778,4,9.782,0,2,1
4.942,2.4413,1,0,1,0,3,46.7,1,0,1,0,3.78,1.125,10.363,0,0.987,1.112,0,0,0,1.317,2,0,1,0,2.347,0,0,0,2.491,0,1,2,0,3.925,2.049,1,8.946,0,1,1
4.965,2.4241,1,0,1,0,3,46.7,1,0,1,0,3.78,1.125,10.38,0,0.987,1.112,0,0,0,1.316,2,0,1,0,2.35,0,0,0,2.527,0,1,2,0,3.935,2.049,1,8.948,0,1,1
5.359,1.9457,0,1,22,0,5,42.9,1,4,20,-0.524,4.535,1.543,11.401,8,1.012,1.127,0,0,0,1.258,7,0,0,0,2.528,0,0,26.366,4.801,0,2,13,2,3.987,2.419,6,9.62,0,0,1
5.195,2.2895,2,2,28,0,8,37,1,6,29,0,4.781,1.61,11.504,8,1.031,1.14,0,1,0,1.238,3,0,1,0,2.442,0,0,22.143,6.341,0,9,21,2,4.093,2.554,9,9.985,0,2,1
5.359,1.5484,2,2,15,0,9,52.1,1,3,16,0.086,4.613,0.583,11.577,11,1.032,1.106,1,0,0,1.307,12,0,1,0,2.553,0,0,39.253,4.861,0,4,16,1,4.095,2.506,5,9.908,0,2,1
5.03,1.9212,2,1,10,0,8,41.1,1,5,15,-0.348,4.581,0.993,11.24,8,1.031,1.128,0,1,0,1.254,3,0,1,0,2.387,0,0,33.433,6.141,0,8,14,3,4.008,2.659,5,9.806,0,2,1
5.079,2.7307,1,1,14,0,7,38.9,3,3,19,-0.25,4.624,1.575,11.129,5,1.014,1.133,0,1,0,1.273,2,1,0,0,2.401,0,1,33.749,4.611,0,6,16,1,6.88,2.583,6,11.681,0,1,1
5.044,2.5529,1,1,12,0,7,42.2,4,0,14,0,4.42,1.257,10.907,0,0.991,1.124,0,0,0,1.316,2,1,0,0,2.376,0,1,0,4.406,0,4,11,0,6.88,2.163,4,11.65,0,1,1
5.178,2.7891,2,1,11,0,7,38,3,2,15,0,4.587,1.361,11.194,2,1.008,1.128,0,0,0,1.297,2,1,0,0,2.397,0,1,23.584,4.16,0,5,14,1,6.88,2.476,5,11.737,0,1,1
5.179,2.7617,2,1,11,0,7,37.5,3,2,17,0,4.627,1.555,11.22,2,1.003,1.129,0,0,0,1.296,2,1,0,0,2.398,0,1,23.808,4.243,0,5,14,1,6.88,2.411,5,11.739,0,1,1
5.243,1.974,0,1,15,0,9,46.9,0,6,17,-0.591,4.507,0.832,11.335,14,1.039,1.119,0,2,0,1.264,5,0,0,0,2.473,0,0,57.515,4.86,0,6,13,2,4.006,2.828,5,9.756,0,0,1
5.194,2.073,1,2,23,0,4,39.1,1,2,29,0,4.58,1.707,11.215,2,1.006,1.135,0,0,0,1.259,3,0,1,0,2.435,0,0,0,5.735,0,5,19,2,3.973,2.253,8,9.663,0,1,1
5.145,1.9636,4,0,6,0,8,53.3,0,2,6,-0.093,4.938,0.691,11.221,6,1.047,1.085,0,0,0,1.392,6,1,1,0,2.559,0,1,25.464,2.876,0,6,8,2,6.893,2.473,2,12.704,0,4,1
5.311,4.53,2,0,11,0,0,29.3,0,8,13,-0.899,4.698,3.739,11.171,19,1.003,1.144,0,0,0,1.213,0,0,0,0,2.26,0,0,57.953,11.144,0,0,6,3,4.032,2.467,6,9.696,0,0,1
5.287,2.1711,1,1,14,0,5,43.6,2,5,15,-1.821,4.549,1.247,11.373,15,1.028,1.124,0,1,0,1.266,3,0,1,0,2.465,0,0,48.612,5.247,0,3,12,1,3.96,2.784,5,9.771,0,1,1
5.017,2.0881,0,2,16,0,8,43.8,1,3,17,0,4.255,0.845,11.005,6,1.01,1.124,0,0,0,1.254,3,0,0,0,2.376,0,0,0,5.044,0,7,12,1,3.851,2.298,4,9.326,0,0,1
5.244,1.9451,0,1,15,0,9,46.3,1,5,15,-0.572,4.479,0.946,11.3,12,1.021,1.118,0,1,0,1.267,5,0,0,0,2.474,0,0,35.706,4.924,0,6,11,2,3.996,2.564,4,9.653,0,0,1
4.659,1.8785,1,0,1,0,2,46.7,0,0,2,0,3.776,0.5,10.219,0,0.987,1.112,0,0,0,1.318,2,0,1,0,2.228,0,0,0,4.24,0,1,3,0,3.874,2.038,1,8.91,0,1,1
5.419,3.9864,3,0,0,0,0,21.6,0,2,0,0,3.613,1.547,10.88,0,0.962,1.124,0,0,0,1.494,0,0,0,0,2.327,0.003,0,0,2.848,0,0,0,0,4.268,1.929,0,9.382,0,0,1
5.035,2.0059,0,2,9,0,4,43.9,3,1,13,0.467,4.058,0.636,10.928,2,0.998,1.125,0,0,0,1.29,3,0,0,0,2.445,0,0,12.534,4.22,0,2,14,0,3.828,2.232,4,9.147,0,0,1
5.262,3.6393,1,0,0,0,0,29.3,3,0,0,0,4.413,2.217,10.2,0,0.969,1.142,0,0,0,1.358,0,0,0,0,2.25,-0.002,0,0,2.369,0,0,0,0,10.347,1.994,0,14.021,0,1,1
5.363,2.984,1,0,0,0,2,34.5,3,3,0,-0.304,4.656,2.415,10.811,10,0.981,1.126,0,0,0,1.33,1,0,0,0,2.374,0,0,12.641,3.349,0,1,0,1,10.323,2.148,0,14.01,0,0,1
4.496,3.219,1,0,0,0,0,30,3,0,0,0,4.373,2.237,9.519,0,0.957,1.131,0,0,0,1.421,0,0,0,0,2.101,0.003,0,0,2.551,0,0,0,0,10.214,1.542,0,13.944,0,0,1
5.136,1.9579,1,0,0,0,3,52.9,0,0,0,0,5.331,0,10.547,0,0.97,1.081,0,0,0,1.485,3,0,0,0,2.394,0,0,0,1.935,0,0,0,0,17.583,1.869,0,17.202,0,0,1
5.351,4.9439,1,0,0,0,0,31.4,3,4,0,-1.556,4.608,2.416,10.608,7,0.988,1.132,0,0,0,1.304,0,0,0,0,2.329,0,0,22.441,3.415,0,0,0,1,10.323,2.416,0,14.009,0,0,1
5.262,3.6239,2,0,0,0,0,29.3,3,0,0,0,4.458,2.217,10.2,0,0.964,1.132,0,0,0,1.41,0,0,1,0,2.25,-0.002,0,0,2.369,0,0,0,0,10.372,1.716,0,14.036,0,1,1
5.665,2.0612,1,0,0,0,3,51.4,0,0,0,0,4.64,0.432,10.89,0,0.983,1.095,0,0,0,1.44,3,0,0,0,2.49,0,0,0,1.839,0,0,0,0,10.355,2.171,0,14.029,0,1,1
5.509,5.4486,2,0,0,0,0,29.6,6,1,0,0,5.083,2.383,10.95,6,0.961,1.132,0,0,0,1.397,0,0,0,0,2.414,0,0,0,3.022,0,0,0,0,10.428,1.604,0,14.7,0,0,1
5.362,6.0636,2,0,0,0,0,31,7,4,0,-0.102,5.274,2.922,11.309,12,0.971,1.134,0,0,0,1.322,0,0,0,0,2.369,0,0,27.83,5.33,0,0,0,0,10.325,1.893,0,14.702,0,0,1
4.772,4.0774,8,0,0,0,0,32.3,2,0,0,0,4.568,2.978,10.831,0,1.002,1.133,0,0,0,1.288,0,0,1,0,2.213,0,0,0,7.849,0,0,0,0,3.862,2.234,0,9.873,0,8,1
5.303,3.3751,2,0,0,0,0,22.2,0,1,0,0,3.231,1.224,10.445,0,0.957,1.126,0,0,0,1.492,0,0,0,0,2.236,0.034,0,0,2.129,0,0,0,0,4.186,1.877,0,8.974,0,0,1
4.926,4.2045,7,0,0,0,0,31.6,2,0,0,0,4.292,2.458,10.51,0,1.02,1.132,0,0,0,1.296,0,0,1,0,2.254,0,0,0,4.839,0,0,0,0,3.951,2.436,0,9.675,0,7,1
6.342,8.0833,0,0,0,16,0,31.6,2,1,0,0,4.976,2.028,12.713,1,1.264,1.339,0,0,1,0.908,0,0,0,0,2.709,0,0,0,7.102,0,0,0,1,4.016,5.635,0,9.98,0,33,1
3,2.5945,1,0,0,0,0,0,0,2,0,0,2.466,0.918,6.594,0,1.128,1.139,0,0,0,1.25,0,0,0,0,1.414,1.049,0,8.458,1.333,0,0,0,1,3.928,4.87,0,8.211,0,0,1
5.011,3.9013,0,0,2,0,0,30.8,6,1,1,0,3.825,2.868,10.404,1,0.969,1.145,0,0,0,1.191,0,0,0,0,2.277,0,0,0,6.168,0,0,1,2,3.34,1.788,1,8.232,0,0,1
3.732,2.3391,0,0,0,0,0,30,2,0,0,0,2.511,1.585,8.16,0,0.959,1.145,0,0,0,1.196,0,0,0,0,1.802,-0.181,0,0,2.488,0,0,0,0,2.846,1.667,0,6.557,0,0,1
3.879,2.6639,0,0,0,0,0,33.3,1,0,0,0,2.948,2.281,8.743,0,0.961,1.138,0,0,0,1.236,0,0,0,0,1.902,0.038,0,0,3.685,0,0,0,0,3.012,1.778,0,7.242,0,0,1
3.618,2.2679,1,0,0,0,0,28.6,2,0,0,0,2.718,1.522,7.853,0,0.982,1.144,0,0,0,1.211,0,0,1,0,1.732,0.324,0,0,2.094,0,0,0,0,3.541,2.122,0,7.72,0,1,1
3.973,3.0125,0,0,1,0,0,32.1,2,0,1,0,3.673,3.301,9.649,0,0.964,1.142,0,0,0,1.208,0,0,0,0,1.975,0,0,0,7.718,0,0,1,2,3.129,1.711,1,7.971,0,0,1
4.861,2.8881,0,0,0,0,2,55.6,0,0,0,0,3.258,0,9.863,0,0.974,1.092,0,0,0,1.362,3,0,0,0,2.303,-0.007,0,0,1.047,0,0,0,0,3.826,1.933,0,8.373,0,0,1
4.963,2.6199,0,0,0,0,3,48.1,2,0,0,0,3.476,0.985,10.277,0,0.97,1.108,0,0,0,1.336,3,0,0,0,2.359,0.001,0,0,1.762,0,0,0,0,3.863,1.872,0,8.555,0,0,1
4.881,2.4752,0,0,0,0,3,52,1,0,0,0,3.482,0.569,10.136,0,0.972,1.1,0,0,0,1.337,2,0,0,0,2.305,0.001,0,0,2.2,0,0,0,0,3.743,1.923,0,8.517,0,0,1
4.562,3.4215,4,0,0,0,0,25,2,0,0,0,3.464,0.918,9.184,0,1.118,1.128,0,0,0,1.335,0,0,0,0,2,-0.242,0,0,1.521,0,0,0,0,4.106,3.185,0,9.031,0,4,1
4.814,3.8287,5,0,0,0,0,27.3,2,0,0,0,3.712,1.299,9.643,0,1.105,1.126,0,0,0,1.352,0,0,1,0,2.136,-0.082,0,0,1.866,0,0,0,0,4.101,3.069,0,9.268,0,5,1
5.382,3.7325,2,0,0,0,2,30,0,6,0,0,3.834,1.197,10.84,12,1.088,1.117,0,0,0,1.216,1,0,0,0,2.381,0.001,0,42.365,2.219,0,2,0,2,4.772,3.798,0,10.09,0,0,1
5.323,3.508,1,0,0,0,2,36.8,0,5,0,-1.245,3.661,1.23,10.549,10,1.072,1.116,0,0,0,1.206,1,0,0,0,2.345,-0.002,0,31.544,2.11,0,1,0,2,4.735,3.609,0,9.587,0,0,1
5.433,2.9626,1,0,0,0,5,40,4,3,0,0,3.993,1.157,11.048,6,0.997,1.118,0,0,0,1.285,3,0,0,0,2.494,0,0,23.129,1.763,0,1,0,1,4.744,2.496,0,9.751,0,0,1
5.318,3.5211,1,0,1,0,2,33.3,0,3,2,0,3.501,1.16,10.388,6,1.045,1.127,0,0,0,1.23,1,0,0,0,2.318,-0.008,0,20.97,1.782,0,2,2,3,4.735,3.295,1,9.51,0,0,1
5.313,3.4317,1,0,1,0,2,33.3,0,3,2,0,3.501,1.16,10.388,6,1.045,1.127,0,0,0,1.23,1,0,0,0,2.311,-0.008,0,20.918,1.833,0,2,2,3,4.735,3.295,1,9.51,0,0,1
5.332,2.0398,2,0,0,0,5,35.8,1,7,0,0,4.481,2.47,11.31,16,1.007,1.125,0,0,0,1.236,2,0,0,0,2.393,0,0,45.704,6.897,0,4,0,2,4.742,2.611,0,10.274,0,0,1
