SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,Class*
4.807,3.317,1,0,0,0,3,43.8,1,1,0,0,3.297,0.881,9.833,3,1.012,1.113,0,0,0,1.298,1,0,1,0,2.246,-0.025,0,0,1.06,0,2,0,1,3.904,2.568,0,8.562,0,1,1
5.366,3.1941,0,0,0,1,2,40,3,1,0,0,3.272,1.16,10.405,3,0.981,1.125,0,0,0,1.265,1,0,0,0,2.342,-0.007,0,0,1.661,0,1,0,1,3.725,2.235,0,8.247,0,0,1
4.807,3.3166,1,0,0,0,3,43.8,1,1,0,0,3.297,0.881,9.833,2,1.012,1.113,0,0,0,1.294,1,0,1,0,2.246,-0.025,0,0,1.06,0,2,0,1,3.926,2.568,0,8.562,0,1,1
5.494,3.5966,0,0,0,2,4,36.7,8,1,0,0,3.766,1.378,11.12,4,0.971,1.131,0,0,0,1.257,1,0,0,0,2.475,0,0,0,1.774,0,1,0,1,3.861,2,0,8.725,0,0,1
5.319,2.286,0,0,0,0,5,53.3,1,2,0,-0.099,3.839,0.894,10.8,8,0.999,1.097,0,0,0,1.304,6,0,0,0,2.51,0,0,24.67,1.618,0,0,0,0,3.954,2.398,0,8.972,0,0,1
5.488,3.5413,0,0,0,2,4,37.5,7,1,0,0,3.611,1.125,11.011,4,0.973,1.13,0,0,0,1.266,1,0,0,0,2.458,0,0,0,1.942,0,1,0,1,3.853,2.073,0,8.63,0,0,1
5.346,1.9333,1,0,0,0,5,50,0,4,0,0,4.352,0.335,11.134,16,1.002,1.098,0,0,0,1.31,4,0,0,0,2.414,0,0,13.638,3.726,0,3,0,0,4.442,2.229,0,9.744,0,0,1
5.313,3.0388,0,0,0,1,2,40,3,1,0,0,3.272,1.16,10.388,2,0.981,1.125,0,0,0,1.265,1,0,0,0,2.311,-0.007,0,0,1.833,0,1,0,1,3.695,2.235,0,8.244,0,0,1
5.772,1.8949,0,0,2,1,8,44.4,4,3,4,-0.301,4.4,1.179,11.542,14,0.993,1.118,0,0,0,1.266,9,0,0,0,2.662,0,0,13.015,2.215,1,4,8,0,4.016,2.068,2,9.456,1,0,1
4.95,2.5658,0,1,3,0,1,43.5,1,1,5,0.914,3.498,0.7,10.271,2,1.003,1.125,0,0,0,1.277,2,0,0,0,2.377,0.001,0,11.396,2.113,0,1,8,0,3.755,2.346,2,8.548,0,0,1
5.093,2.5206,1,1,7,0,1,38.9,2,2,7,0.543,4.301,1.385,10.843,4,1.01,1.129,1,0,0,1.274,2,1,0,0,2.494,0,1,24.24,2.989,0,1,12,1,6.874,2.446,3,11.632,0,1,1
4.958,3.5562,0,0,1,0,3,38.9,1,3,2,0,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.226,1,0,0,0,2.303,-0.008,0,20.357,1.602,0,2,2,1,3.88,3.182,1,8.601,0,0,1
4.414,3.5088,1,1,0,0,0,18.2,0,0,1,0,3.095,0.917,9.459,0,1.044,1.174,0,0,0,1.28,1,0,0,1,2.199,-0.087,0,0,1.101,0,0,2,3,3.883,2.722,4,8.369,0,0,1
4.709,2.2935,0,0,3,0,3,46.2,0,0,6,0,3.557,0.544,10.149,0,0.985,1.118,0,0,0,1.294,2,0,0,1,2.259,-0.001,0,0,2.952,0,3,6,3,3.684,2.107,2,8.564,0,0,1
4.941,1.4032,0,0,6,0,8,54.2,0,0,8,0,4.275,0,11.075,0,0.982,1.099,0,0,0,1.344,7,0,0,2,2.376,0,0,0,5.295,0,4,8,2,3.884,1.94,2,9.422,0,0,1
4.893,1.9562,0,0,12,0,3,50,0,3,9,0,4.239,0,10.88,12,1.014,1.11,0,0,0,1.276,4,0,0,0,2.358,0,0,0,2.984,0,3,0,0,3.845,2.204,3,9.311,0,0,1
5.005,2.3831,4,0,0,0,6,50,0,4,0,-1.889,4.31,0.714,10.849,10,1.072,1.096,0,0,0,1.305,2,0,1,0,2.345,0,0,23.541,4.811,0,4,0,0,4.04,2.854,0,9.71,0,4,1
4.722,2.2967,0,0,3,0,3,48,0,1,6,0,3.647,0.781,10.2,2,1.003,1.115,0,0,0,1.288,2,0,0,1,2.269,0,0,10.206,3.115,0,3,6,1,3.705,2.367,2,8.677,0,0,1
4.607,3.0674,1,0,0,0,2,50,0,0,0,0,3.299,1.187,9.631,0,0.991,1.1,0,0,0,1.349,1,0,1,0,2.194,-0.025,0,0,1.544,0,1,0,0,3.873,2.272,0,8.534,0,1,1
4.642,3.1319,1,0,0,0,2,50,0,0,0,0,3.299,1.187,9.631,0,0.991,1.1,0,0,0,1.348,1,0,1,0,2.2,-0.025,0,0,1.487,0,1,0,0,3.88,2.272,0,8.534,0,1,1
4.679,3.0867,0,0,0,0,2,50,0,0,0,0,3.219,1.261,9.715,0,0.971,1.104,0,0,0,1.331,1,0,0,0,2.222,0.013,0,0,1.695,0,0,0,0,3.667,2.133,0,8.186,0,0,1
4.783,3.214,1,0,0,0,2,50,0,0,0,0,3.299,1.187,9.668,0,0.991,1.1,0,0,0,1.35,1,0,1,0,2.222,-0.025,0,0,1.358,0,1,0,0,3.907,2.272,0,8.536,0,1,1
4.414,3.0874,1,0,0,0,1,50,0,0,0,0,3.733,0.802,9.183,0,0.99,1.091,0,0,0,1.413,1,1,0,0,2.101,-0.075,1,0,0.975,0,1,0,0,6.879,2.06,0,11.588,0,1,1
5.236,3.8147,6,0,0,0,6,50,0,0,0,0,5.164,0.799,10.434,0,1.085,1.025,0,0,0,1.635,1,1,0,0,2.414,0.004,1,0,0.873,0,6,0,0,7.002,2.208,0,13.365,0,6,1
5.303,3.1668,2,0,0,0,0,21.4,0,0,0,0,3.22,1.224,10.445,0,0.95,1.132,0,0,0,1.504,0,0,0,0,2.236,0.032,0,0,2.129,0,0,6,1,4.161,1.765,1,8.95,0,0,1
5.04,2.8606,0,0,0,0,0,36.4,0,4,0,-2.043,3.403,1.258,10.159,8,1.033,1.132,0,0,0,1.153,1,0,0,0,2.323,0.004,0,21.144,1.711,2,0,0,2,3.581,3.25,0,8.304,0,0,1
5.04,2.8606,0,0,0,0,0,36.4,0,4,0,-2.043,3.403,1.258,10.159,8,1.033,1.132,0,0,0,1.153,1,0,0,0,2.323,0.004,0,21.144,1.711,2,0,0,2,3.581,3.25,0,8.304,0,0,1
3.962,3.1106,0,0,8,0,0,22.7,2,0,0,0,3.525,3,9.452,0,0.985,1.172,0,0,0,1.12,0,0,0,0,1.966,-0.001,0,0,6.505,0,0,10,8,3.038,2.063,6,7.786,0,0,1
4.679,2.926,0,0,4,0,2,36.4,2,0,4,0,3.179,1.261,9.715,0,0.983,1.14,0,0,0,1.222,1,0,0,0,2.222,0.013,0,0,1.695,0,0,2,4,3.63,2.233,2,8.035,0,0,1
4.679,2.9754,0,0,0,0,2,45.5,1,0,0,0,3.188,1.261,9.715,0,0.968,1.113,0,0,0,1.306,1,0,0,0,2.222,0.013,0,0,1.695,0,0,0,0,3.648,1.983,0,8.104,0,0,1
4.641,2.8954,0,0,0,0,2,45.5,1,0,0,0,3.188,1.261,9.714,0,0.968,1.113,0,0,0,1.311,1,0,0,0,2.214,0.013,0,0,1.783,0,0,0,0,3.643,1.983,0,8.104,0,0,1
4.908,2.3407,0,0,0,0,4,47.1,2,0,0,0,3.656,1,10.375,0,0.969,1.11,0,0,0,1.311,2,0,0,0,2.334,0,0,0,2.698,0,0,0,0,3.763,1.854,0,8.64,0,0,1
4.974,2.4775,0,0,0,0,5,45,3,0,0,0,3.758,1.093,10.534,0,0.968,1.114,0,0,0,1.3,2,0,0,0,2.37,0,0,0,2.634,0,0,0,0,3.795,1.824,0,8.732,0,0,1
4.303,3.5394,1,0,0,0,0,27.3,1,2,0,-0.392,2.953,1.459,8.815,1,1.057,1.146,0,0,0,1.141,0,0,0,0,1.932,-0.262,0,9.826,1.745,0,0,0,0,3.647,3.296,0,8.091,0,1,1
4.414,3.286,0,0,0,0,0,27.3,3,0,0,0,2.69,1.449,8.995,0,0.968,1.155,0,0,0,1.146,0,0,0,0,2,0.117,0,0,1.496,0,0,3,0,3.116,1.786,1,6.994,0,0,1
5.236,2.9421,6,0,0,0,0,33.3,0,0,0,0,4.006,0.799,10.434,0,1.069,1.12,0,0,0,1.347,1,0,1,0,2.414,0.004,0,0,0.873,0,0,0,0,4.085,2.722,0,9.504,0,6,1
5.31,3.1914,0,0,0,1,1,46.7,1,0,0,0,3.288,1.185,10.25,0,1.072,1.179,0,0,1,1.127,1,0,0,0,2.288,0.016,0,0,1.726,0,0,0,0,3.711,3.692,0,8.267,0,3,1
5.273,2.8909,6,0,2,0,7,41.9,0,3,2,0,4.443,1.309,11.076,6,1.067,1.105,0,0,0,1.319,2,0,1,0,2.437,0,0,23.392,3.165,0,7,3,1,4.692,2.81,1,10.189,0,5,1
5.276,2.8189,2,0,0,0,2,55.6,0,2,0,-1.19,3.824,0.788,10.565,6,1.053,1.086,0,0,0,1.322,3,0,1,0,2.463,-0.001,0,23.092,1.098,0,0,0,0,4.127,2.873,0,9.208,0,2,1
5.306,1.7481,0,0,6,0,10,52.4,2,2,10,-0.048,4.211,0.596,11.279,8,1.001,1.103,0,0,0,1.311,15,0,0,2,2.546,0,0,25.93,2.383,0,4,8,2,3.986,2.269,2,9.387,0,0,1
5.098,2.0755,1,0,0,0,2,31.4,1,10,0,0,4.512,3.926,10.941,5,1.006,1.139,0,0,0,1.167,1,0,0,0,2.236,0,0,20.648,13.503,0,1,0,1,4.712,2.336,0,9.805,0,0,1
5.002,2.3687,2,0,0,0,4,41.7,1,2,0,0,4.415,0.748,10.344,3,1.017,1.108,0,0,0,1.325,2,1,0,0,2.351,-0.001,1,0,2.747,0,3,0,0,6.928,2.107,0,12.283,0,2,1
4.923,3.2486,1,0,0,0,2,46.7,0,2,0,-0.87,4.45,1.185,9.911,4,1.025,1.092,0,0,0,1.432,1,0,0,0,2.267,0.014,0,10.417,1.563,0,1,0,1,10.695,2.812,0,14.221,0,1,1
5,2.1912,0,0,0,0,0,27.3,0,0,12,0,3.181,0,10.242,0,0.997,1.166,0,0,0,1.198,7,0,0,0,2.449,0.004,0,0,0.4,0,0,0,0,3.541,1.7,4,7.904,0,0,1
4.519,4.1593,0,0,0,0,0,27.3,0,0,6,0,3.69,2.431,10.229,0,0.974,1.157,0,0,0,1.189,0,0,0,0,2.136,0,0,0,3.448,0,0,6,0,3.223,1.763,4,8.191,0,0,1
4.895,3.3035,1,0,2,0,3,41.2,0,2,2,-1.006,3.489,1.16,10.099,4,1.043,1.124,0,0,0,1.246,1,0,1,0,2.292,-0.008,0,10.366,1.696,0,2,2,3,3.937,3.071,1,8.749,0,1,1
4.958,2.4699,0,0,0,0,0,32.3,3,1,0,0,3.186,1.16,10.099,3,0.973,1.141,0,0,0,1.202,1,0,0,0,2.303,-0.006,0,0,1.602,2,0,0,1,3.371,1.985,0,7.729,0,0,1
4.521,2.4265,0,0,0,0,1,41.7,1,0,0,0,3.15,1.661,9.466,0,0.966,1.121,0,0,0,1.288,1,0,0,0,2.154,0.012,0,0,2.593,0,0,0,0,3.553,1.817,0,7.925,0,0,1
4.968,2.6545,1,0,2,0,0,31.4,2,1,3,0.28,3.554,1.965,10.113,3,0.981,1.137,0,0,0,1.225,1,0,0,0,2.291,0.001,0,11.762,2.566,0,0,3,0,3.836,2.024,1,8.518,0,0,1
4,2.7362,3,0,0,0,0,20,1,0,0,0,4.131,0.811,8.318,0,1.11,1.092,0,0,0,1.589,0,1,0,0,1.732,-0.565,0,0,1,0,0,0,0,7.073,2.736,0,12.27,0,3,1
5.071,3.5686,2,0,2,0,4,41.2,0,2,2,-1.144,3.683,1.124,10.277,4,1.062,1.121,0,0,0,1.269,1,0,1,0,2.353,0.004,0,10.528,1.513,0,3,2,3,4.053,3.13,1,9.064,0,2,1
4.832,3.237,1,0,8,0,0,29,4,0,11,0,3.692,1.564,10.314,0,1.004,1.159,0,0,0,1.229,1,0,1,0,2.303,-0.001,0,0,2.657,0,0,4,2,3.952,2.252,5,8.821,0,1,1
4.596,3.3537,0,0,2,0,0,33.3,0,0,5,0,3.01,0.875,9.54,0,1.005,1.155,0,0,0,1.224,1,0,0,0,2.175,0.047,0,0,1.069,0,0,4,4,3.667,2.542,3,8.012,0,0,1
4.862,3.0493,1,0,3,0,3,37,1,1,5,-0.162,3.655,1.618,10.32,3,1.006,1.135,0,0,0,1.268,1,0,1,0,2.292,0.001,0,11.28,2.902,0,2,2,1,3.928,2.448,2,8.841,0,1,1
4.732,3.0551,0,0,0,0,0,38.5,0,2,1,-0.694,3.038,0.875,9.579,3,1.04,1.134,0,0,0,1.205,1,0,0,0,2.194,0.048,0,10.313,0.854,0,0,2,2,3.628,3.104,1,8.003,0,0,1
5.135,2.3958,4,0,0,0,8,54.5,0,2,0,0,4.166,0.714,10.834,8,1.067,1.084,0,0,0,1.339,6,0,1,0,2.467,0,0,0,1.842,0,8,0,0,4.118,2.488,0,9.627,0,4,1
5.386,4.1972,1,0,9,0,4,29.3,2,6,10,0,4.15,1.708,11.059,12,1.04,1.148,0,2,0,1.2,1,0,0,0,2.479,0,0,68.106,2.168,0,4,9,2,4.728,3.199,4,9.876,0,0,1
4.788,2.2515,1,0,3,0,4,42.9,0,2,5,-0.17,3.994,1.329,10.632,7,1.01,1.122,0,0,0,1.273,2,0,1,0,2.297,0,0,11.491,4.181,0,4,2,1,3.88,2.372,2,9.146,0,1,1
5.063,3.4832,2,0,2,0,3,43.8,0,1,2,-0.611,3.612,1.16,10.123,2,1.045,1.115,0,0,0,1.307,1,0,1,0,2.327,-0.008,0,10.696,1.458,0,2,1,2,4.051,2.899,1,9.001,0,2,1
5.157,2.5156,0,0,0,0,6,61.5,0,0,0,0,3.76,0,10.741,0,0.978,1.08,0,0,0,1.395,12,0,0,0,2.569,0,0,0,1.115,0,0,0,0,4.156,1.875,0,9.066,0,0,1
5.157,2.1796,0,0,0,0,8,62.5,0,0,0,0,3.985,0,11,0,0.978,1.078,0,0,0,1.403,18,0,0,0,2.592,0,0,0,1.633,0,0,0,0,4.187,1.867,0,9.309,0,0,1
4.523,3.7658,0,0,0,0,0,26.1,2,3,0,0,3.01,1.837,9.454,6,1.007,1.154,0,0,0,1.06,0,0,0,0,2.074,0.046,0,0,2.57,0,0,0,2,3.258,2.796,0,7.466,0,0,1
5.115,2.7426,4,0,0,0,6,54.5,0,0,0,0,4.066,0.75,10.569,0,1.032,1.084,0,0,0,1.383,2,0,1,0,2.398,0,0,0,2.231,0,4,0,0,4.087,2.403,0,9.537,0,4,1
5.223,2.7767,6,0,0,0,8,54.5,0,0,0,0,5.247,0.76,10.81,0,1.036,1.051,0,0,0,1.545,2,1,0,0,2.443,0,1,0,2.399,0,6,0,0,6.959,2.102,0,13.369,0,6,1
4.732,3.3604,0,0,0,0,2,46.2,0,1,0,0,3.049,0.875,9.579,2,1.038,1.138,0,0,0,1.208,1,0,0,0,2.194,0.048,0,0,0.854,0,2,0,1,3.685,3.167,0,8.04,0,1,1
5.199,3.3125,0,0,0,0,0,33.3,0,8,0,-6.193,3.778,1.243,10.727,16,1.075,1.139,0,0,0,1.125,1,0,0,0,2.496,0,0,43.367,1.45,4,0,0,4,3.711,3.853,0,8.777,0,0,1
4.732,3.3843,0,0,2,0,0,33.3,0,0,4,0,3.01,0.875,9.579,0,1.005,1.155,0,0,0,1.222,1,0,0,0,2.194,0.046,0,0,0.854,0,1,5,4,3.678,2.542,3,8.013,0,0,1
4.796,3.3559,1,0,0,0,0,42.9,0,2,1,-1.067,3.421,1.185,9.882,2,1.061,1.121,0,0,0,1.248,1,0,1,0,2.243,0.015,0,10.232,1.686,0,0,3,1,3.916,3.111,1,8.691,0,1,1
5.386,4.1863,1,0,7,0,4,31,2,6,8,0,4.146,1.708,11.059,12,1.034,1.143,0,2,0,1.215,1,0,0,0,2.479,0,0,68.713,2.168,0,4,8,0,4.719,3.112,3,9.869,0,0,1
5.063,3.5101,2,0,0,0,3,46.7,0,2,0,-1.111,3.62,1.16,10.123,4,1.064,1.103,0,0,0,1.295,1,0,1,0,2.327,-0.008,0,10.474,1.458,0,2,0,1,4.052,3.081,0,9.007,0,2,1
4.965,3.411,2,0,0,0,3,46.7,0,2,0,-1.072,3.62,1.16,10.099,4,1.064,1.103,0,0,0,1.29,1,0,1,0,2.305,-0.008,0,10.431,1.553,0,2,0,1,4.016,3.081,0,9.006,0,2,1
5.236,3.896,5,0,1,0,6,42.9,0,0,2,0,3.962,0.799,10.434,0,1.098,1.105,0,0,0,1.364,1,0,1,0,2.414,0.004,0,0,0.873,0,6,2,2,4.294,2.88,1,9.553,0,5,1
4.732,3.2348,1,0,0,0,2,46.2,0,1,0,0,4.384,0.875,9.579,2,1.004,1.09,0,0,0,1.504,1,0,0,0,2.194,0.044,0,0,0.854,0,2,0,1,10.695,2.432,0,14.22,0,1,1
4.562,3.1234,1,0,0,0,2,46.2,0,1,0,0,4.384,0.875,9.54,2,1.004,1.09,0,0,0,1.502,1,0,0,0,2.17,0.044,0,0,1.14,0,2,0,1,10.695,2.432,0,14.22,0,1,1
3.414,2.8149,2,0,0,0,0,33.3,0,0,0,0,4.059,1,7.408,0,1.038,1.086,0,0,0,1.586,0,1,0,0,1.618,-0.564,0,0,1.707,0,0,0,0,6.923,2.375,0,12.258,0,2,1
4.414,3.6834,0,1,0,0,0,23.5,2,1,2,0,2.791,1.449,8.995,2,1.004,1.169,0,0,0,1.127,0,0,0,0,2,0.139,0,9.643,1.496,0,0,4,0,3.311,2.714,2,7.407,0,0,1
4.871,2.8358,2,0,5,0,3,36.4,1,1,6,-0.142,3.902,2.202,10.42,3,1.007,1.134,0,0,0,1.269,1,0,1,0,2.297,0,0,11.753,3.881,0,3,3,1,4.051,2.405,2,9.127,0,2,1
5.343,2.0795,0,0,0,0,9,56.8,1,0,0,0,4.005,0.418,11.077,0,0.975,1.09,0,0,0,1.378,18,0,0,0,2.582,0,0,0,1.679,0,0,0,0,4.118,1.81,0,9.272,0,0,1
5.141,3.7726,3,0,0,0,5,41.2,0,2,0,0,3.775,1.124,10.31,4,1.068,1.112,0,0,0,1.291,1,0,1,0,2.38,0.004,0,0,1.232,0,5,0,1,4.18,2.847,0,9.227,0,3,1
5.257,3.6473,0,0,3,0,3,36.6,3,4,4,-0.736,3.878,1.959,10.725,5,1.006,1.134,0,0,0,1.22,1,0,0,0,2.425,0,0,24.104,2.269,0,1,5,0,3.801,2.508,1,8.848,0,0,1
5.331,2.086,0,0,4,1,3,50,1,1,3,0.4,4.133,0.854,11.139,4,1.027,1.133,0,0,1,1.237,3,0,0,0,2.452,0,0,12.788,3.292,0,0,2,0,3.873,2.844,1,9.214,0,3,1
4.17,3.4918,0,1,0,0,0,18.2,0,1,0,0,2.509,0.971,8.597,2,1.027,1.185,0,0,0,1.12,0,0,0,0,1.848,0.418,0,9.181,1.542,0,0,2,0,3.287,3.2,2,7.247,0,0,1
4.461,3.6682,0,1,2,0,0,26.1,2,1,4,0,3.011,1.891,9.202,2,0.993,1.161,0,0,0,1.152,0,0,0,0,2.053,0.043,0,9.961,2.244,0,0,4,0,3.318,2.444,2,7.563,0,0,1
4.732,3.3432,2,0,1,0,3,42.9,0,0,2,0,3.453,0.881,9.803,0,1.029,1.117,0,0,0,1.342,1,0,1,0,2.236,-0.025,0,0,0.95,0,3,2,2,3.996,2.58,1,8.861,0,2,1
4,2.7994,3,0,0,0,0,20,1,0,0,0,3.752,0.811,8.318,0,1.129,1.112,0,0,0,1.484,0,1,0,0,1.732,-0.601,0,0,1,0,0,0,0,6.883,3.076,0,11.605,0,3,1
4,2.6593,2,0,0,0,0,25,2,0,0,0,2.898,0.811,8.318,0,1.037,1.142,0,0,0,1.327,0,0,0,0,1.732,-0.575,0,0,1,0,0,0,0,3.919,2.889,0,8.366,0,2,1
5.086,3.3016,0,0,0,1,0,27.8,3,1,0,0,2.579,0.918,9.771,1,0.979,1.15,0,0,0,1.126,0,0,0,0,2.074,-0.206,0,0,1.372,0,0,0,1,3.27,2.458,0,7.162,0,0,1
4.17,3.2983,0,0,0,0,0,36.4,1,1,0,0.019,2.527,0.971,8.597,1,0.998,1.132,0,0,0,1.239,0,0,0,0,1.848,0.398,0,9.694,1.542,0,0,0,0,3.363,3.133,0,7.376,0,0,1
5.474,3.1835,2,0,0,0,4,38.5,0,6,0,0,4.045,1.112,11.095,12,1.064,1.106,0,0,0,1.265,3,0,0,0,2.489,0,0,44.606,2.066,0,2,0,2,4.767,3.361,0,10.185,0,0,1
5.486,2.4769,1,0,0,0,5,50,0,5,0,-1.01,4.058,0.932,11.11,14,1.045,1.094,0,0,0,1.278,6,0,0,0,2.545,0,0,47.419,1.787,0,1,0,1,4.741,3.029,0,9.821,0,0,1
5.366,3.6325,1,0,1,0,2,33.3,0,3,2,0,3.501,1.16,10.405,6,1.045,1.127,0,0,0,1.23,1,0,0,0,2.342,-0.008,0,21.059,1.661,0,2,2,3,4.739,3.295,1,9.511,0,0,1
5.147,3.3247,1,0,8,1,0,28.6,4,0,13,0,3.719,1.602,10.592,0,0.993,1.152,0,0,0,1.236,1,0,0,0,2.329,0,0,0,2.528,0,0,4,2,3.941,2.099,5,8.864,0,0,1
5.021,3.697,2,0,2,0,4,37.5,0,2,4,0,3.708,1.124,10.277,4,1.08,1.133,0,1,0,1.271,1,0,1,0,2.343,0.005,0,20.528,1.623,0,4,4,2,4.079,3.241,2,9.17,0,2,1
5,3.8212,0,0,4,0,3,36.8,0,6,4,-1.457,3.731,1.254,10.466,12,1.108,1.14,0,2,0,1.177,1,0,0,0,2.358,-0.001,0,51.868,1.609,0,2,4,1,3.945,3.844,2,9.054,0,0,1
5.845,1.7363,0,0,0,2,3,43.5,1,2,0,0,3.979,0.853,11.37,7,0.984,1.117,0,0,0,1.275,10,0,0,0,2.622,0,0,0,1.949,4,1,0,2,3.794,2.136,0,8.952,0,0,1
4.807,3.1728,0,0,0,0,0,33.3,0,2,2,-2.699,3.193,0.881,9.833,4,1.105,1.181,0,0,0,1.126,1,0,0,0,2.246,-0.029,0,20.354,1.06,0,0,2,2,3.678,3.778,2,8.212,0,1,1
5.145,2.094,0,0,1,0,4,45.5,0,0,1,1.417,3.926,1.369,10.757,0,0.973,1.115,0,0,0,1.313,6,0,0,0,2.448,0,0,0,2.827,0,0,1,0,3.833,1.825,1,8.908,0,0,1
5.475,1.738,1,0,5,1,1,35.6,2,4,5,-1.229,4.137,0.882,11.23,7,1.014,1.133,0,0,0,1.229,4,0,0,0,2.627,0,0,23.711,4.912,1,0,8,4,4.029,2.538,3,9.255,0,0,1
5.317,3.1922,3,0,4,0,0,22.5,2,7,4,0,4.137,2.125,10.904,14,1.049,1.156,0,0,0,1.133,1,0,0,0,2.417,0,0,12.461,3.23,0,0,2,6,4.396,3.081,2,9.553,0,2,1
5.44,1.5282,3,3,14,0,0,31.6,0,4,11,-1.415,4.567,1.159,11.383,6,1.029,1.14,0,0,0,1.257,5,0,0,1,2.573,0,0,37.217,5.543,0,0,13,4,4.155,2.544,9,9.902,0,0,1
4.839,1.6038,2,0,18,0,4,36.7,0,0,19,0.571,4.458,0.609,10.986,0,1.003,1.141,0,0,0,1.261,2,0,1,0,2.273,0,0,0,9.958,0,3,7,8,3.89,2.392,8,9.584,0,2,1
5.306,1.9429,0,0,3,0,4,40.5,0,3,6,-2.202,4.105,0.813,11.094,8,1.021,1.138,0,0,0,1.19,5,0,0,0,2.541,0,0,23.758,2.378,0,3,11,2,3.938,2.604,3,9.164,0,1,1
5.369,3.1175,1,0,0,1,2,38.7,3,3,0,-0.384,3.767,2.024,10.629,7,1.012,1.126,0,0,0,1.241,1,0,1,0,2.331,0,0,11.563,3.299,0,2,0,0,3.879,2.491,0,8.897,0,1,1
5.351,3.1603,1,0,0,1,2,40,2,3,0,-1.007,3.669,1.618,10.573,6,1.024,1.123,0,0,0,1.239,1,0,1,0,2.315,0.001,0,10.741,2.852,0,2,0,1,3.879,2.776,0,8.856,0,1,1
5.8,1.9209,0,0,4,1,4,41.9,0,3,3,0,3.996,0.797,11.351,9,0.998,1.123,0,0,0,1.252,24,0,0,0,2.708,0,0,0,1.11,1,2,3,1,3.95,2.034,1,8.985,0,0,1
5.433,2.8905,3,0,3,0,0,24.1,2,2,5,0,3.81,1.822,10.433,7,1.019,1.15,0,0,0,1.228,1,0,0,0,2.368,0.001,0,12.189,2.101,0,0,3,1,4.422,2.466,2,9.401,0,2,1
5.1,2.4595,0,0,2,0,0,30,1,5,7,-0.641,3.751,1,10.702,9,1.045,1.154,0,0,0,1.137,2,0,0,0,2.458,0,0,11.511,2.377,0,0,4,5,3.732,3.039,3,8.654,0,0,1
5.617,2.6599,0,0,2,1,2,40.7,2,2,2,-0.162,4.084,1.525,11.028,8,0.984,1.125,0,0,0,1.258,2,0,0,0,2.473,0,0,12.345,2.26,0,0,1,0,3.73,2.103,1,9.003,0,0,1
5.217,1.4423,0,0,1,0,2,43.2,0,3,5,0.158,4.107,0.49,11.149,9,1.003,1.122,0,0,0,1.274,10,0,0,1,2.52,0,0,24.505,4.01,1,0,8,1,3.954,2.215,2,9.167,1,0,1
4.924,2.8025,0,0,2,0,1,37,1,1,1,0,3.349,1.695,10.016,3,0.986,1.134,0,0,0,1.221,1,0,0,0,2.264,0.004,0,0,2.411,0,0,2,2,3.608,2.236,1,8.167,0,0,1
5.542,2.4302,0,0,1,3,0,31.4,10,13,2,-1.172,4.768,0.881,12.041,42,1.004,1.143,0,0,0,1.156,3,0,0,0,2.487,0,0,27.876,3.306,7,0,2,5,3.672,2.472,1,9.566,0,0,1
5.666,1.3465,0,0,2,2,4,42.1,2,4,2,-0.865,4.489,0.848,11.578,15,0.989,1.121,0,0,0,1.244,4,0,0,0,2.496,0,0,11.484,7.079,1,0,3,3,3.783,2.243,1,9.438,0,0,1
